Module,logFC,p.value,q.value
M9.40,0.097884894080513,0.131714836161412,0.0374693652173261
M3.4,-0.149449392381104,0.133626482637985,0.0378088058368335
M9.3,-0.0194608907639115,0.147411825672153,0.0414862410450054
M6.1,0.05848921854575,0.1515228739481,0.0424163913907435
M9.46,0.0909247466096468,0.15792260274033,0.0439739883363548
M8.37,0.0841419372004835,0.179293109238324,0.0496619039623835
M7.23,0.0637849960147388,0.182169681539352,0.0501944962333391
M8.60,0.0951126643115232,0.189727575528426,0.0520047001131592
M8.1,0.0299734629476575,0.195358602721565,0.0532707240099688
M9.12,-0.0257539334065607,0.198156929166423,0.0537552519169476
M4.11,-0.140489982787019,0.204309098925542,0.054940844115135
M2.1,-0.0789062676428964,0.204615265266746,0.054940844115135
M6.17,0.0484422902152743,0.210681073777223,0.0562824073382452
M8.7,0.0420056550797797,0.225059596702132,0.059819904319432
M6.11,0.0341443357576835,0.226692701833237,0.0599511930644934
M8.70,0.0687123277261723,0.247288308664751,0.0650709214296946
M9.44,0.0383040121381164,0.248923248699217,0.0651752597862778
M6.10,-0.0379322273581827,0.2637061245474,0.0687040304004997
M7.2,-0.0459886412338416,0.306575217045338,0.0791578969616435
M8.90,-0.0775611117747596,0.30683934494178,0.0791578969616435
M8.107,-0.0562412837029764,0.31431411844436,0.0806906838614859
M8.80,-0.0378847868170873,0.322687335423511,0.0824381179877659
M8.12,0.0458115311729727,0.333394453575423,0.0847620385553769
M8.40,-0.0243446623792578,0.335487540946199,0.0848841158455686
M7.22,0.0635920210633194,0.35333146192691,0.0887407158307437
M8.45,0.0454805030521584,0.35410238702019,0.0887407158307437
M8.27,0.0396894839999585,0.361285807322607,0.0901118309154898
M2.3,0.169458485657352,0.364309377471634,0.0904373560911188
M3.1,0.143429837723918,0.380058076587956,0.0939039218438089
M2.2,0.034244910824912,0.387927413087375,0.0954003713005042
M8.98,-0.0403498995009651,0.404979431058016,0.0991088339169727
M8.97,-0.0378826626332128,0.40677359109948,0.0991088339169727
M8.66,0.0813024443124374,0.419937677302807,0.101708773003731
M8.23,-0.0404958456441506,0.421309780019043,0.101708773003731
M4.4,0.0809938587182138,0.42986073274706,0.103299216576894
M8.92,0.0346526329045367,0.434160474839298,0.103605088994278
M7.33,0.0533049974655791,0.435070857507708,0.103605088994278
M9.51,0.0353561774707779,0.453720968068892,0.107079216306703
M9.13,-0.0171049881087574,0.455510194919534,0.107079216306703
M6.18,0.0749240483684969,0.455763807200888,0.107079216306703
M8.26,0.0395205719815723,0.468729280390035,0.109453438163882
M8.77,0.0481013662311029,0.470028810983957,0.109453438163882
M7.31,0.0412012128539194,0.479815088070362,0.110806727876757
M6.20,-0.0507677104569803,0.480051254915966,0.110806727876757
M8.47,0.0271324322395276,0.495453128718152,0.113862433369857
M6.16,0.0155673053449192,0.49910108201307,0.11420208774513
M8.103,-0.0265033738659055,0.542316803710104,0.123553328416619
M5.7,0.0435390507075668,0.565702079291717,0.128325557046628
M8.72,-0.0200936115154614,0.568671121974502,0.128445419547582
M9.35,-0.0181816429668969,0.579661307103225,0.130001669957298
M8.73,-0.0378416771536883,0.58050160575072,0.130001669957298
M9.10,0.0187260713068341,0.584456146643603,0.130332670939807
M9.32,-0.0147757592028478,0.590577974688645,0.131142140561947
M7.15,-0.0342569877155488,0.605916081352895,0.133982750794424
M8.95,-0.0217735615202365,0.634805673513958,0.13978361464177
M9.42,-0.0147752653835101,0.643300458430479,0.141063932663062
M7.21,0.0154724071593203,0.659276732234765,0.143967370974112
M9.31,-0.0202577852489566,0.709520739482567,0.154298994712323
M8.34,-0.0366850928329169,0.713888918799665,0.15461005518463
M5.3,0.028155190704436,0.738171877472493,0.158924094321856
M8.101,-0.0168380281252378,0.742175896591452,0.158924094321856
M8.3,-0.00971559109794565,0.742867714822058,0.158924094321856
M9.8,0.00862995186474736,0.751348679623207,0.16008769159415
M9.39,-0.00744889249900336,0.761964916769512,0.161695026823381
M8.4,-0.00854055887729938,0.781709046947089,0.165218684200363
M6.3,0.0132082127419174,0.785382108866459,0.165331026846469
M9.1,-0.00233365385501574,0.821639577738941,0.172274499658739
M8.69,-0.0117173492704069,0.825165966740366,0.172327320317133
M7.7,0.00445870371652279,0.835242553785452,0.173742257199942
M7.8,0.00395902990469894,0.898122249211613,0.186086602474584
M6.8,-0.00493206411186211,0.916361219847799,0.189121058211414
M7.34,0.00365087953783376,0.929739428926253,0.191132549064193
M9.36,0.0023946416140117,0.949863603433753,0.194509801891145
M9.43,0.000699458263911379,0.985767012248056,0.201079567698025
M9.47,0.000319458090221507,0.994820588201378,0.202142842562403
M8.99,8.29979036705425e-05,0.998874189177668,0.202185874682965
