Module,logFC,p.value,q.value
M9.49,0.538752945485245,1.77273022816543e-11,2.44290264306507e-09
M5.15,1.43108805812924,1.77616470217298e-10,1.22381775199592e-08
M8.106,0.357515149895432,2.64693518318266e-09,1.21586557132472e-07
M8.77,0.34284814855506,1.14393969130176e-06,3.94100192317493e-05
M7.26,0.174267167550674,1.81975789925714e-06,5.01541781282129e-05
M7.14,-0.212351274233607,7.52847110510047e-05,0.00166563803806705
M8.67,0.250237852049639,8.57683107709954e-05,0.00166563803806705
M8.65,-0.34466523234641,9.66956880625869e-05,0.00166563803806705
M9.38,-0.18376589826592,0.000137451054536442,0.00210459762438899
M3.3,0.136177231098545,0.000249067547477002,0.00343226374981476
M6.6,0.269321490242818,0.000288642160307959,0.00361601805515577
M8.82,0.197402304108022,0.000771086749040618,0.00796006897930213
M8.45,0.173340678990174,0.000783800388089385,0.00796006897930213
M8.70,0.209608372398223,0.000808688668503801,0.00796006897930213
M8.24,0.19311421011961,0.00155885684954886,0.0138880405892714
M8.100,-0.249334797605163,0.00168310628394841,0.0138880405892714
M4.2,0.540535518728282,0.00186360549629468,0.0138880405892714
M8.7,-0.112835691707025,0.00191456992995054,0.0138880405892714
M4.8,-0.218743023229301,0.00191483372952717,0.0138880405892714
M8.19,0.103972922902912,0.00257391507964757,0.016788866554081
M8.83,-0.343497283528571,0.00263705479883436,0.016788866554081
M2.1,-0.195549240833526,0.00278102665493418,0.016788866554081
M9.5,-0.0630053235245299,0.00280211338096303,0.016788866554081
M8.3,0.0904989352406347,0.00359979434315058,0.0206694993586108
M6.8,0.140564751372809,0.00424354049934311,0.0222675634672627
M7.29,0.296863406885964,0.00434252262697353,0.0222675634672627
M8.25,-0.158758033136094,0.00441443862283597,0.0222675634672627
M9.35,0.0981603949875318,0.00457175175353529,0.0222675634672627
M8.44,-0.198168310223956,0.00468605290662727,0.0222675634672627
M8.109,0.165038876674106,0.00498460813806354,0.0226359296078946
M9.52,-0.155535826469904,0.00509209525785259,0.0226359296078946
M8.35,-0.104448050941004,0.00553077258849388,0.023797426335316
M8.46,0.295804923977812,0.00569876071614294,0.023797426335316
M9.22,0.186658023443037,0.00596462056793788,0.024175051830802
M8.8,-0.102287573213981,0.0062242773445329,0.0245066755296357
M9.37,0.104704531138463,0.00657011676273411,0.0251497745460048
M4.14,-0.231034752676595,0.00727592587039361,0.0270987994419002
M9.48,0.105690233974315,0.00825871212099999,0.0297139875873058
M8.90,-0.21055429178126,0.00840934239295388,0.0297139875873058
M7.1,0.153640282211614,0.00981623239268733,0.0338180334436074
M9.7,-0.0757689363506334,0.010627699139083,0.0357206130533142
M8.6,-0.0868545578065622,0.0151743954491155,0.049788107256672
M8.48,0.225835135259101,0.020626660480141,0.0631407439460484
M8.104,-0.16840884123728,0.0206716199538501,0.0631407439460484
M8.84,-0.130298922405589,0.0210084934905199,0.0631407439460484
M1.2,-0.465878439252205,0.0215136515889676,0.0631407439460484
M9.10,-0.0825006027237812,0.0216324773833871,0.0631407439460484
M8.53,0.159265781456113,0.0219931493197599,0.0631407439460484
M7.10,0.183544623907854,0.0225242615693548,0.0633458242012012
M7.35,0.300082449245869,0.0230945971505921,0.0636508043055043
M7.8,0.0727308622851963,0.0242537550289412,0.065534851517408
M8.57,-0.110293472334606,0.0253373344559495,0.067146145888024
M8.30,-0.098245218706127,0.0266921895401158,0.0679510769952132
M8.28,-0.0650728660143845,0.026910336451937,0.0679510769952132
M9.47,-0.122589192725968,0.0271203646663012,0.0679510769952132
M9.29,-0.164497540869599,0.0279349423694304,0.0687421738593493
M7.2,-0.102675160350423,0.0298617288662899,0.0721944149624696
M9.42,0.0722019732670991,0.0312646403060259,0.0732949477024496
M6.16,0.0520523435571705,0.0313806938407248,0.0732949477024496
M8.94,-0.213671767736155,0.0325158979386462,0.0746806364498349
M5.11,-0.129743834719857,0.0335365971391728,0.0757622158266404
M6.19,-0.0860672390933449,0.0341007861198122,0.0757942413775129
M8.64,-0.0873117886238945,0.0353222803786795,0.0772630224354428
M9.23,-0.0515285735418135,0.038657732998725,0.0832376704668046
M4.10,-0.155873992942655,0.043059914175861,0.0912900221356705
M8.2,0.10834804535759,0.044499224153777,0.0925269339473301
M8.33,-0.0686121739079345,0.044986216065412,0.0925269339473301
M8.59,-0.088613527137134,0.0478366279043558,0.0962795818214503
M8.15,0.0675828435731551,0.0482080735467814,0.0962795818214503
M4.16,0.0780414272182538,0.0502491890344925,0.0989223730829791
M7.13,-0.113514879073353,0.0509719761152894,0.0989319641294597
M8.23,-0.101300009756815,0.0558185595348131,0.106427455300737
M9.14,0.0393244259899195,0.0565879551700926,0.106427455300737
M3.2,0.254672088370283,0.05803706721636,0.106427455300737
M8.58,-0.0667345433322753,0.0580422841869623,0.106427455300737
M9.25,-0.0613439747393335,0.058695358743414,0.106427455300737
M5.13,0.0969141638144996,0.0599176767463333,0.106656300428494
M5.1,0.130823971409346,0.0603695041625534,0.106656300428494
M8.61,-0.0665907498753222,0.0623384031600958,0.108740691692696
M6.2,0.0782522564878075,0.0672572083510618,0.115486904398472
M7.7,0.040968326364036,0.0678819407077632,0.115486904398472
M6.11,0.0536247422202328,0.0708480375510036,0.119063181118827
M8.71,-0.113061617588723,0.0726668387183258,0.120648432534767
M8.54,-0.117317120687919,0.0749750981639392,0.122998910944532
M8.14,-0.0767754586631514,0.0772268560821088,0.123494565894829
M8.78,-0.205253321721501,0.0780107050708969,0.123494565894829
M4.1,-0.204332670072373,0.0785730305691397,0.123494565894829
M6.17,0.0714291423599101,0.0788618590780599,0.123494565894829
M9.21,-0.060656840166127,0.0798460986215419,0.12363094911353
M4.6,0.157772606717299,0.0891084767772886,0.136439468704609
M9.11,-0.0490431432492909,0.0914503976396108,0.138486587892724
M8.108,-0.144098240030612,0.0940480923004399,0.140872321764806
M8.16,-0.0706081685715109,0.0952398213361729,0.141123432985633
M5.2,0.0815520160768041,0.0972959441356686,0.141544728161575
M9.13,0.0399581649500733,0.0975784229525913,0.141544728161575
M9.45,-0.0993573195752816,0.100756428611086,0.144259953289044
M8.68,-0.0750764641613928,0.103037902644175,0.144259953289044
M7.4,0.0896526554141815,0.104146803836596,0.144259953289044
M8.76,-0.0891611506759024,0.105097261252101,0.144259953289044
M7.16,0.105869166035979,0.105157165630427,0.144259953289044
M8.11,-0.0765605808801649,0.105731319437371,0.144259953289044
M8.85,-0.161079922743738,0.108268410263302,0.146273312774963
M8.50,-0.111410052040268,0.109678831602926,0.1467401976654
M8.97,-0.0762320044063784,0.112159779547944,0.147638678397263
M5.14,-0.153478209780268,0.113064128552781,0.147638678397263
M6.15,-0.0819328362772305,0.116263159363186,0.147638678397263
M8.43,-0.0598782262722672,0.117019801177813,0.147638678397263
M7.28,-0.0659534823670032,0.117142746411339,0.147638678397263
M8.105,0.0879279029758991,0.117502847986601,0.147638678397263
M9.4,0.0549658105068783,0.117849928920673,0.147638678397263
M8.60,-0.118685714304025,0.119528807935543,0.148392898785791
M9.16,-0.0374856549310935,0.126974715679731,0.156229389442902
M7.18,-0.0465306714657723,0.129409915548375,0.15781657701323
M5.12,-0.105927778865979,0.131393440330117,0.157881072342597
M7.9,0.0435626420983062,0.131754178874109,0.157881072342597
M9.43,-0.0591078014339647,0.141816081629262,0.168473268509839
M9.26,0.0467082288820594,0.144636509148852,0.170355272215707
M9.18,-0.037640904479417,0.147909456214975,0.171842974696324
M6.10,0.0515915332404853,0.148393621646006,0.171842974696324
M5.5,-0.0797372488029551,0.157323333139443,0.180665572721258
M8.5,-0.0724908526913452,0.160740371625329,0.183064067151048
M9.46,0.0943818486329961,0.16285855237258,0.183956123259349
M3.6,0.165884118520656,0.164383037966673,0.184168520858925
M7.12,-0.0616548468364002,0.167351109568692,0.185981788643791
M7.22,-0.098592200440924,0.171055585826641,0.188372084006651
M8.31,0.0524476035097122,0.172235860235952,0.188372084006651
M6.5,-0.0618131940495828,0.176539752786288,0.191558885789725
M9.19,0.0420704956286679,0.182645721751406,0.195203678158572
M8.29,-0.0498681174271742,0.182819992308914,0.195203678158572
M6.9,-0.11603524281061,0.184148353383653,0.195203678158572
M9.9,-0.0343984299547665,0.187318510229933,0.196125314596427
M7.25,-0.0623951717905808,0.187923584726633,0.196125314596427
M9.20,-0.0289974743191351,0.190603370765629,0.196125314596427
M9.51,0.0649207077653878,0.190710648282242,0.196125314596427
