Module,logFC,p.value,q.value
M7.9,-0.0899617251732037,1.57013463408795e-06,1.76594924043269e-06
M8.63,-0.168898914899044,1.69910592195954e-06,1.8754603270816e-06
M7.8,-0.0833993602876124,1.74114689688309e-06,1.8754603270816e-06
M7.16,0.171912976919853,1.7601417914436e-06,1.8754603270816e-06
M7.12,-0.124592620466193,1.87299693732435e-06,1.96130057825821e-06
M8.96,-0.178468105876867,3.41711241214071e-06,3.51756666556205e-06
M8.89,-0.221227751719403,5.68437566106361e-06,5.75395688799534e-06
M8.86,0.153221427847037,7.93661572140063e-06,7.90206505307853e-06
M8.53,0.162550044056984,8.54944468972825e-06,8.37493220707677e-06
M6.10,-0.103333340777596,9.6255097621345e-06,9.27936530365078e-06
M6.4,-0.075864137524173,1.59362386622508e-05,1.51231038299461e-05
M8.33,-0.0910056581859637,1.98044666213093e-05,1.85048204882528e-05
M8.109,-0.170019947286897,2.34423460503397e-05,2.15720898140711e-05
M7.18,-0.0733245739519564,2.65537407442285e-05,2.40705487222214e-05
M9.31,-0.130966254423298,3.20103236675084e-05,2.85901369363234e-05
M8.34,0.279418909130091,3.48887236424434e-05,3.07093817808841e-05
M8.108,-0.189028955277372,3.58273742149251e-05,3.10850823783746e-05
M8.16,-0.103580556812866,3.69317095696431e-05,3.12913389351324e-05
M8.95,0.124522252410756,3.70955282927597e-05,3.12913389351324e-05
M4.1,-0.261886397724484,4.19668475819535e-05,3.49155244841907e-05
M8.10,-0.127278272672278,4.3084489106171e-05,3.53609814520703e-05
M6.9,-0.205030108430856,4.42150546253739e-05,3.58050253233485e-05
M8.98,0.120703531717622,6.00389999596336e-05,4.79794140943592e-05
M8.74,-0.127840328088394,0.000108906313986301,8.59008412110408e-05
M9.27,-0.096204064485135,0.00014771550262993,0.000115018197315723
M7.3,-0.0778329009630455,0.000179398924120111,0.000137920183281998
M6.5,-0.101368865733726,0.000185153801918636,0.000140565172511257
M4.16,-0.103138630569729,0.000231155460193477,0.000173322210927327
M8.5,-0.11906733545199,0.000239118960416729,0.000177106803276934
M9.7,-0.0625479615697036,0.000250953860175374,0.000183297969305346
M8.49,-0.130463757034574,0.000253513947013007,0.000183297969305346
M8.57,-0.119084574562992,0.000259827512601563,0.000185652709851057
M9.9,-0.0587730984131066,0.000290024922940946,0.000204819806514646
M7.24,-0.111993081270612,0.000335117143443586,0.000233944303955662
M8.32,-0.161067850773095,0.0003829084614968,0.000264269701427465
M9.18,-0.0562897113251634,0.000404600603681082,0.000276103303248385
M9.41,0.103229634117216,0.000445476767799261,0.000300619835769363
M9.45,-0.121663850278652,0.000475072746797478,0.000317069018045561
M9.12,-0.0424465000360304,0.000637888977603751,0.000421106895765466
M8.23,-0.116228222989192,0.000645263677622188,0.000421394975689088
M6.19,-0.0771529112002418,0.000675779891250672,0.000434757870444493
M8.54,-0.147798189222195,0.000680042374911372,0.000434757870444493
M6.15,-0.100441275798661,0.000776123327450584,0.000491014804460794
M7.13,-0.0947995327824599,0.000806360503680326,0.000504885148562093
M9.42,-0.0733636426613539,0.000840660518295122,0.000520990324857817
M8.67,-0.12284861825211,0.000879006833272022,0.000539252465426102
M8.94,0.169497051953013,0.000933015557866204,0.000566661841077535
M9.16,-0.0496922018666297,0.00109625307417383,0.000659211132852033
M9.25,-0.0575364420254622,0.00145790024789627,0.00086808593710373
M5.5,-0.0999220099612291,0.00148007822091145,0.000872735267135946
M8.62,-0.0896486758147719,0.0017300450035469,0.001010320450665
M9.46,0.117145463883147,0.00178999025526479,0.0010353720818352
M4.8,-0.122467677906413,0.00187748348109662,0.00107573510655366
M8.9,0.0972890341600719,0.00231370246049565,0.00131328448461148
M6.7,-0.0930464498645948,0.00242745590565097,0.00136509437461655
M6.3,-0.0982290811799952,0.00246117146542102,0.00137135677378202
M9.3,-0.0280105992601945,0.00259965530332895,0.0014353511607229
M8.1,0.0439595662274082,0.00287735412940645,0.00157436497622538
M9.14,-0.0381287005445747,0.00328055083429324,0.00177895036904437
M7.7,-0.0351732634697127,0.00332284296726404,0.00178593832432371
M9.28,-0.0703226826745438,0.00365116800462895,0.00194519009021856
M9.13,-0.0462349246478997,0.00371269057661894,0.00196076704072336
M8.73,0.129917144440081,0.00375771138583755,0.00196743554863977
M7.29,0.189301105610487,0.00408385330926355,0.00211991942786633
M7.6,-0.0699658869213051,0.00472300853417407,0.0024309263754317
M8.2,0.0910157726012752,0.00498833491798837,0.00252795361312665
M8.78,-0.183044365550934,0.00499476734722681,0.00252795361312665
M9.43,0.0673964730714792,0.00576403980199011,0.00287082635138911
M8.35,0.0630895876702902,0.00576675727187779,0.00287082635138911
M7.5,-0.062285748725304,0.00604770422058354,0.00298621115839947
M8.52,0.0862955692659277,0.00635639121358746,0.00311332182541703
M6.8,-0.0811912978664805,0.00684201912098326,0.00332436999070067
M5.14,-0.140266125655525,0.00710767987239835,0.00342603974372598
M8.68,-0.0666329450464913,0.00813157808917109,0.00388871574695456
M9.38,-0.0724954439240799,0.00832623107348041,0.00392771850436536
M8.83,-0.189134605399191,0.00837179618864115,0.00392771850436536
M8.101,-0.0855288334631634,0.00840714667477949,0.00392771850436536
M8.61,-0.0580118008370274,0.00927548889791896,0.00430031824766413
M9.23,0.0393193610654692,0.0121855688945791,0.00560669538076381
M8.30,-0.061523781381527,0.0122991228316778,0.00561639417935679
M2.1,-0.1051168386662,0.0124870462406848,0.00565965559858762
M8.64,-0.0632393273940944,0.0128134743992554,0.00576458728860859
M7.14,-0.0803382377100737,0.0133419576501204,0.00595820898560221
M9.10,-0.0538963608319155,0.0135214263446057,0.00599427995610031
M6.13,0.137433001350553,0.0205717735909274,0.00905373403149027
M9.30,-0.0589437256293212,0.0226516292582086,0.00989736820496976
M8.48,-0.143597222876197,0.0255119216434774,0.0110675175518133
M4.12,-0.110657805501049,0.0275715401309047,0.0118761861522574
M7.32,-0.0645780403973511,0.0292823295442239,0.0125242682866905
M7.34,-0.0559668273548867,0.0295800581842556,0.0125631362312515
M2.2,0.0605854543816891,0.0303432237370518,0.0127977702709515
M8.88,0.0676862781364178,0.0320704349369306,0.0134329664578415
M8.27,-0.0591662935268571,0.0330102257697569,0.0137319028292732
M9.35,-0.043129217543223,0.0334371275491989,0.0138148670520005
M8.81,-0.0558132622316799,0.0337034361003041,0.013830807832919
M8.45,-0.0712417549683589,0.0355394655858983,0.0144863744635361
M5.4,-0.0503643630463244,0.0378131857585231,0.0153104195517993
M8.105,0.067730861113244,0.0402737766110269,0.0161241719342358
M8.72,-0.0449968086246931,0.0403539383038245,0.0161241719342358
M8.8,-0.0400864240360461,0.0409003812131998,0.0161865655074617
M9.29,-0.0847384718219916,0.0410431181036881,0.0161865655074617
M7.21,0.0460696036780311,0.041667625630682,0.0163268400487381
M7.11,0.042717322116771,0.0448432209845455,0.01745851433209
M7.10,0.102826519686602,0.0501602975249071,0.0194041907009172
M9.26,0.0394202272803514,0.0508596521442902,0.0194585805898926
M8.100,-0.0944697487758491,0.050941672444091,0.0194585805898926
M3.3,0.0352910870027725,0.0512868792874142,0.0194680016286335
M8.75,-0.0547923379751489,0.0522546943762972,0.0197121737575601
M4.11,-0.122592078345365,0.0528976878539809,0.019831554496099
M6.16,0.0200239251628127,0.0577355080978534,0.0215124795483811
M9.39,-0.0312253504642783,0.0587384728625466,0.021752735834759
M7.2,-0.0548458089748502,0.0600206372466514,0.0220928498299987
M7.28,-0.0412809023794893,0.0620369814943247,0.0226974805731089
M8.25,-0.0580787456430524,0.0805650144828693,0.029126602136224
M8.79,0.0903969350942833,0.0805682670529862,0.029126602136224
M6.12,-0.04936395937086,0.084170617951338,0.0302288413383936
M8.104,-0.0745398455339726,0.0846126583348374,0.0302288413383936
M9.8,-0.0274648848935306,0.0856022444528843,0.0304035379727095
M8.91,-0.0707305312415472,0.0874353773962773,0.0308740657513889
M8.36,0.0454198754156857,0.088163764722034,0.0309513150912957
M8.58,-0.0386983364088226,0.0982566148100177,0.0342963286279007
M8.6,-0.0352032094106167,0.098838583373495,0.0343023241155868
M7.4,-0.0584373374170248,0.100729507131263,0.034759948461908
M3.5,-0.0629047218592974,0.102951564929715,0.0353260247529036
M9.51,-0.0494670488873679,0.106321380739786,0.0362773611323168
M7.23,-0.0493549209494631,0.110467906875041,0.0374816047712399
M8.70,-0.0594887191893859,0.116676077775792,0.0393680948980233
M7.15,-0.0590230008213835,0.127608653487572,0.042819011180333
M8.13,-0.0433751708698259,0.148905195336136,0.0496905204364817
M6.2,-0.0367582697060148,0.150007600434023,0.0497848561946278
M9.48,0.0347592878937402,0.151784110929485,0.0501006742741846
M8.28,-0.0278183166797924,0.154889852347591,0.0506569146646076
M5.13,0.0408974378112043,0.155137431337554,0.0506569146646076
M5.1,0.0587034292158425,0.180329655368091,0.058568031695655
M9.21,0.0266599905950648,0.190080509558314,0.061406567371081
M4.3,-0.0905613818542667,0.195965826795232,0.0629728897066978
M8.31,-0.0331020616504078,0.198555898951845,0.0634693829217235
M8.24,-0.047584758556568,0.208813139248598,0.0663986941049096
M7.1,0.0430052946596876,0.219149999351726,0.0693226773847499
M8.93,0.0525252937734631,0.237327142444182,0.0742263303073673
M4.2,0.122692938715561,0.238264721845609,0.0742263303073673
M9.47,0.0363443854326819,0.238318369301836,0.0742263303073673
M8.90,-0.0610867301832825,0.239661938272408,0.0742639557581567
M5.7,-0.0509539512763684,0.268788363104519,0.0828665616183119
M9.17,0.022418736971212,0.272575270726912,0.0836096382814963
M9.34,0.0369904952943457,0.275871601140374,0.0841955235431487
M8.44,0.0385097162013957,0.290360805385165,0.088174514974116
M8.7,0.0258443923875305,0.293191787247737,0.088591249319373
M9.6,-0.0151883716880478,0.319511860895867,0.0960662189885126
M8.4,-0.0198886982175348,0.321359100850429,0.0961456518872397
M3.2,0.0804501993273614,0.328458093648258,0.0977878467458218
M5.10,-0.0225814809477709,0.364457458379309,0.107627663419348
M3.4,0.0444374912280615,0.365802925035825,0.107627663419348
M8.42,0.0162527075298382,0.366825209844206,0.107627663419348
M9.52,0.0276057295021934,0.385002740186611,0.112417925884913
M5.2,0.0274216856625235,0.387896274866976,0.112720889058566
M8.77,-0.0332059471756545,0.406001913758971,0.117191913869158
M6.11,0.015959723357279,0.407141169117613,0.117191913869158
M7.35,0.0682563667094803,0.415634981963235,0.118452220802873
M8.47,-0.0218669472009199,0.416485981935827,0.118452220802873
M8.69,0.0264598023275896,0.41737064274213,0.118452220802873
M8.37,0.0341291720507955,0.430335511259688,0.121026922223888
M7.27,-0.0425589062187298,0.430428141171794,0.121026922223888
M8.85,0.0370425764689449,0.442212000064319,0.123767287353564
M4.6,0.041797127890927,0.457025033836261,0.127326434737471
M9.1,-0.00514211398008667,0.470053758559223,0.130358242767782
M9.32,-0.0131201978565164,0.474692563924109,0.131046320206857
M8.99,-0.0195268196845917,0.48324157381506,0.132320146432292
M8.19,-0.0145232357147161,0.483664112820202,0.132320146432292
M8.59,0.0178003574587433,0.486695973594916,0.132552515228775
M8.111,-0.0145080292416917,0.500260505341028,0.135638594788987
M8.107,0.0219312961301283,0.545989169303605,0.147379334925823
M8.97,-0.0177365323485732,0.552138903701021,0.148379872022911
M5.12,-0.0213184954602015,0.558054315818977,0.149308900272876
M7.20,-0.0170684173966376,0.564734074113026,0.150433385040172
M6.6,0.0272771478949718,0.567414667684927,0.150487406802775
M9.22,0.0222293239399031,0.593010004948448,0.156591890507209
M9.50,-0.0178190390065767,0.599107299125288,0.15751710219792
M8.60,0.0233238663758511,0.616248930300634,0.161325595261817
M9.15,0.0157281370534132,0.620089363014796,0.161634268920724
M8.43,-0.0111998823061069,0.644682482220234,0.167326641699359
M6.17,-0.011500387373177,0.647522834957682,0.167348686855003
M1.2,0.0304346434147368,0.68084120146867,0.175214042294783
M9.40,-0.0128087633437792,0.715813663580046,0.183104771711693
M8.87,-0.0098074907105881,0.717532433375115,0.183104771711693
M9.44,0.00676330227018415,0.725026398629125,0.183892520128335
M7.26,-0.007390164871402,0.726675007141626,0.183892520128335
M8.76,0.0113525687875,0.746568762681699,0.188142909027619
M8.22,-0.0071807599124464,0.756910461324269,0.189960902584746
M9.20,0.00382869573022327,0.76593779316319,0.191435425654992
M5.9,0.0196033027107644,0.772748071639799,0.192346012018491
M8.102,-0.0078506293260235,0.803487044924795,0.199180985638942
M8.29,0.00527918405619002,0.822611738384482,0.203092964089859
M4.10,-0.00728935276393147,0.849306058326682,0.208834550325371
M6.1,0.00519152110953023,0.857034754691165,0.209885209804057
M8.14,-0.0041904860398828,0.868694033472882,0.211426476440492
M4.13,0.0114335875192558,0.870290610572543,0.211426476440492
M9.37,-0.00361405426772351,0.884972738796622,0.214136773111902
M7.30,0.00284575423484703,0.889201885671132,0.214306289478216
M4.9,0.00540981144770869,0.89385904887312,0.214577214154001
M5.6,-0.00346516019147905,0.899968674035699,0.215193306644196
M8.12,0.00254861432092623,0.934992245553779,0.221878412064992
M8.103,-0.00242484552714679,0.936632705103691,0.221878412064992
M8.65,0.00375908892362185,0.938886489595493,0.221878412064992
M8.40,-0.0010874624259344,0.949519726163181,0.223521533508785
M8.92,0.00178643602674811,0.955098773601461,0.22396677995044
M4.5,0.00238831536639685,0.966989144668068,0.225882888925143
